module	compound	compound_name	module_name
M00034	cpd:C15606	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	Methionine salvage pathway
M00034	cpd:C01180	4-Methylthio-2-oxobutanoic acid	Methionine salvage pathway
M00035	cpd:C00073	L-Methionine	Methionine degradation
M00035	cpd:C00019	S-Adenosyl-L-methionine	Methionine degradation
M00035	cpd:C00021	S-Adenosyl-L-homocysteine	Methionine degradation
M00035	cpd:C00155	L-Homocysteine	Methionine degradation
M00035	cpd:C00065	L-Serine	Methionine degradation
M00035	cpd:C02291	L-Cystathionine	Methionine degradation
M00036	cpd:C00123	L-Leucine	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C00233	4-Methyl-2-oxopentanoate	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C15972	Enzyme N6-(lipoyl)lysine	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C15975	[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C02939	3-Methylbutanoyl-CoA	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C15973	Enzyme N6-(dihydrolipoyl)lysine	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C03069	3-Methylcrotonyl-CoA	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C03231	3-Methylglutaconyl-CoA	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00036	cpd:C00164	Acetoacetate	Leucine degradation, leucine => acetoacetate + acetyl-CoA
M00037	cpd:C00078	L-Tryptophan	Melatonin biosynthesis, tryptophan => serotonin => melatonin
M00037	cpd:C00643	5-Hydroxy-L-tryptophan	Melatonin biosynthesis, tryptophan => serotonin => melatonin
M00037	cpd:C00780	Serotonin	Melatonin biosynthesis, tryptophan => serotonin => melatonin
M00037	cpd:C00978	N-Acetylserotonin	Melatonin biosynthesis, tryptophan => serotonin => melatonin
M00037	cpd:C01598	Melatonin	Melatonin biosynthesis, tryptophan => serotonin => melatonin
M00038	cpd:C00078	L-Tryptophan	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00038	cpd:C02700	L-Formylkynurenine	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00038	cpd:C00328	L-Kynurenine	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00038	cpd:C03227	3-Hydroxy-L-kynurenine	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00038	cpd:C00632	3-Hydroxyanthranilate	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00038	cpd:C04409	2-Amino-3-carboxymuconate semialdehyde	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00038	cpd:C03824	2-Aminomuconate semialdehyde	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00038	cpd:C02220	2-Aminomuconate	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
M00039	cpd:C00079	L-Phenylalanine	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C00423	trans-Cinnamate	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C00811	4-Coumarate	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C00082	L-Tyrosine	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C00223	p-Coumaroyl-CoA	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C05608	4-Hydroxycinnamyl aldehyde	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C02646	4-Coumaryl alcohol	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C02947	4-Coumaroylshikimate	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C10434	5-O-Caffeoylshikimic acid	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C00323	Caffeoyl-CoA	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C00406	Feruloyl-CoA	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C02666	Coniferyl aldehyde	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C00590	Coniferyl alcohol	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C12204	5-Hydroxyconiferaldehyde	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C05610	Sinapoyl aldehyde	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00039	cpd:C02325	Sinapyl alcohol	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol
M00040	cpd:C00254	Prephenate	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine
M00040	cpd:C00826	L-Arogenate	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine
M00040	cpd:C00082	L-Tyrosine	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine
M00042	cpd:C00082	L-Tyrosine	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline
M00042	cpd:C00355	3,4-Dihydroxy-L-phenylalanine	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline
M00042	cpd:C03758	4-(2-Aminoethyl)-1,2-benzenediol	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline
M00042	cpd:C00547	L-Noradrenaline	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline
M00042	cpd:C00788	L-Adrenaline	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline
M00043	cpd:C00082	L-Tyrosine	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine
M00043	cpd:C02515	3-Iodo-L-tyrosine	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine
M00043	cpd:C01060	3,5-Diiodo-L-tyrosine	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine
M00043	cpd:C02465	Triiodothyronine	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine
M00044	cpd:C00082	L-Tyrosine	Tyrosine degradation, tyrosine => homogentisate
M00044	cpd:C01179	3-(4-Hydroxyphenyl)pyruvate	Tyrosine degradation, tyrosine => homogentisate
M00044	cpd:C00544	Homogentisate	Tyrosine degradation, tyrosine => homogentisate
M00044	cpd:C01036	4-Maleylacetoacetate	Tyrosine degradation, tyrosine => homogentisate
M00044	cpd:C01061	4-Fumarylacetoacetate	Tyrosine degradation, tyrosine => homogentisate
M00044	cpd:C00164	Acetoacetate	Tyrosine degradation, tyrosine => homogentisate
M00044	cpd:C00122	Fumarate	Tyrosine degradation, tyrosine => homogentisate
M00045	cpd:C00135	L-Histidine	Histidine degradation, histidine => N-formiminoglutamate => glutamate
M00045	cpd:C00785	Urocanate	Histidine degradation, histidine => N-formiminoglutamate => glutamate
M00045	cpd:C03680	4-Imidazolone-5-propanoate	Histidine degradation, histidine => N-formiminoglutamate => glutamate
M00045	cpd:C00439	N-Formimino-L-glutamate	Histidine degradation, histidine => N-formiminoglutamate => glutamate
M00045	cpd:C00025	L-Glutamate	Histidine degradation, histidine => N-formiminoglutamate => glutamate
M00045	cpd:C01045	N-Formyl-L-glutamate	Histidine degradation, histidine => N-formiminoglutamate => glutamate
M00046	cpd:C00106	Uracil	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:C00429	5,6-Dihydrouracil	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:C02642	3-Ureidopropionate	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:C00099	beta-Alanine	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:C00178	Thymine	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:C21028	(R)-5,6-Dihydrothymine	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:C21029	(R)-3-Ureidoisobutyrate	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:C01205	(R)-3-Amino-2-methylpropanoate	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00046	cpd:RMODULE	RM024  Pyrimidine degradation	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate
M00047	cpd:C00062	L-Arginine	Creatine pathway
M00047	cpd:C00581	Guanidinoacetate	Creatine pathway
M00047	cpd:C00300	Creatine	Creatine pathway
M00047	cpd:C02305	Phosphocreatine	Creatine pathway
M00047	cpd:C00791	Creatinine	Creatine pathway
M00048	cpd:C00119	5-Phospho-alpha-D-ribose 1-diphosphate	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C00064	L-Glutamine	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C03090	5-Phosphoribosylamine	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C03838	5'-Phosphoribosylglycinamide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C04376	5'-Phosphoribosyl-N-formylglycinamide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C03373	Aminoimidazole ribotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00048	cpd:C00130	IMP	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
M00049	cpd:C00130	IMP	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
M00049	cpd:C03794	N6-(1,2-Dicarboxyethyl)-AMP	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
M00049	cpd:C00020	AMP	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
M00049	cpd:C00008	ADP	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
M00049	cpd:C00002	ATP	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
M00050	cpd:C00130	IMP	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
M00050	cpd:C00655	Xanthosine 5'-phosphate	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
M00050	cpd:C00144	GMP	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
M00050	cpd:C00035	GDP	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
M00050	cpd:C00044	GTP	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
M00051	cpd:C00064	L-Glutamine	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00051	cpd:C00169	Carbamoyl phosphate	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00051	cpd:C00438	N-Carbamoyl-L-aspartate	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00051	cpd:C00337	(S)-Dihydroorotate	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00051	cpd:C00295	Orotate	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00051	cpd:C00119	5-Phospho-alpha-D-ribose 1-diphosphate	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00051	cpd:C01103	Orotidine 5'-phosphate	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00051	cpd:C00105	UMP	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
M00052	cpd:C00105	UMP	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
M00052	cpd:C00015	UDP	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
M00052	cpd:C00075	UTP	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
M00052	cpd:C00063	CTP	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
M00052	cpd:C00112	CDP	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
M00053	cpd:C00112	CDP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00705	dCDP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00458	dCTP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00063	CTP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00460	dUTP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00365	dUMP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00364	dTMP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00363	dTDP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00053	cpd:C00459	dTTP	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
M00055	cpd:C00110	Dolichyl phosphate	N-glycan precursor biosynthesis
M00055	cpd:G00001	(GlcNAc)1 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G00002	(GlcNAc)2 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G00003	(GlcNAc)2 (Man)1 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G00004	(GlcNAc)2 (Man)2 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G00005	(GlcNAc)2 (Man)3 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G10526	(GlcNAc)2 (Man)4 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G00006	(GlcNAc)2 (Man)5 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G10595	(GlcNAc)2 (Man)6 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G10596	(GlcNAc)2 (Man)7 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G10597	(GlcNAc)2 (Man)8 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G00007	(GlcNAc)2 (Man)9 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:C01246	(Glc)1 (P-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G10598	(Glc)1 (GlcNAc)2 (Man)9 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G10599	(Glc)2 (GlcNAc)2 (Man)9 (PP-Dol)1	N-glycan precursor biosynthesis
M00055	cpd:G00008	(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1	N-glycan precursor biosynthesis
M00056	cpd:C02189	Protein serine	O-glycan biosynthesis, mucin type core
M00056	cpd:G10611	UDP-N-acetyl-D-galactosamine; (UDP-GalNAc)1	O-glycan biosynthesis, mucin type core
M00056	cpd:G00023	Tn antigen; (GalNAc)1 (Ser/Thr)1	O-glycan biosynthesis, mucin type core
M00056	cpd:G00024	T antigen; (Gal)1 (GalNAc)1 (Ser/Thr)1	O-glycan biosynthesis, mucin type core
M00056	cpd:G00025	(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1	O-glycan biosynthesis, mucin type core
M00056	cpd:G00028	(GalNAc)1 (GlcNAc)1 (Ser/Thr)1	O-glycan biosynthesis, mucin type core
M00056	cpd:G00029	(GalNAc)1 (GlcNAc)2 (Ser/Thr)1	O-glycan biosynthesis, mucin type core
M00056	cpd:G00031	(GalNAc)1 (GlcNAc)1 (Ser/Thr)1	O-glycan biosynthesis, mucin type core
M00057	cpd:C02189	Protein serine	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
M00057	cpd:G00154	(Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
M00057	cpd:G00155	(Gal)1 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
M00057	cpd:G00156	(Gal)2 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
M00057	cpd:G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, linkage tetrasaccharide
M00058	cpd:G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
M00058	cpd:G00158	(Gal)2 (GalNAc)1 (GlcA)1 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
M00058	cpd:G00159	(Gal)2 (GalNAc)1 (GlcA)2 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
M00058	cpd:G00160	(Gal)2 (GalNAc)2 (GlcA)2 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone
M00059	cpd:G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, heparan sulfate backbone
M00059	cpd:G00162	(Gal)2 (GlcA)1 (GlcNAc)1 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, heparan sulfate backbone
M00059	cpd:G00163	(Gal)2 (GlcA)2 (GlcNAc)1 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, heparan sulfate backbone
M00059	cpd:G00164	(Gal)2 (GlcA)2 (GlcNAc)2 (Xyl)1 (Ser)1	Glycosaminoglycan biosynthesis, heparan sulfate backbone
M00060	cpd:C00043	UDP-N-acetyl-D-glucosamine	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C06022	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C04824	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C04932	2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C06024	3-Deoxy-D-manno-octulosonyl-lipid IV(A)	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C06025	Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C06251	Lauroyl-KDO2-lipid IV(A)	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00060	cpd:C06026	Di[3-deoxy-D-manno-octulosonyl]-lipid A	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
M00061	cpd:C00191	D-Glucuronate	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
M00061	cpd:C00905	D-Fructuronate	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
M00061	cpd:C00514	D-Mannonate	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
M00061	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
M00061	cpd:C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
M00061	cpd:C00022	Pyruvate	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
M00061	cpd:C00118	D-Glyceraldehyde 3-phosphate	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P
M00063	cpd:C00199	D-Ribulose 5-phosphate	CMP-KDO biosynthesis
M00063	cpd:C01112	D-Arabinose 5-phosphate	CMP-KDO biosynthesis
M00063	cpd:C04478	3-Deoxy-D-manno-octulosonate 8-phosphate	CMP-KDO biosynthesis
M00063	cpd:C01187	3-Deoxy-D-manno-octulosonate	CMP-KDO biosynthesis
M00063	cpd:C04121	CMP-3-deoxy-D-manno-octulosonate	CMP-KDO biosynthesis
M00064	cpd:C05382	Sedoheptulose 7-phosphate	ADP-L-glycero-D-manno-heptose biosynthesis
M00064	cpd:C07836	D-glycero-D-manno-Heptose 7-phosphate	ADP-L-glycero-D-manno-heptose biosynthesis
M00064	cpd:C11472	D-glycero-D-manno-Heptose 1,7-bisphosphate	ADP-L-glycero-D-manno-heptose biosynthesis
M00064	cpd:C07838	D-glycero-D-manno-Heptose 1-phosphate	ADP-L-glycero-D-manno-heptose biosynthesis
M00064	cpd:C06397	ADP-D-glycero-D-manno-heptose	ADP-L-glycero-D-manno-heptose biosynthesis
M00064	cpd:C06398	ADP-L-glycero-D-manno-heptose	ADP-L-glycero-D-manno-heptose biosynthesis
M00065	cpd:C01194	1-Phosphatidyl-D-myo-inositol	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G00143	(GlcNAc)1 (Ino-P)1	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G00144	(GlcN)1 (Ino-P)1	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G00145	(GlcN)1 (Ino(acyl)-P)1	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G00146	(GlcN)1 (Ino(acyl)-P)1 (Man)1	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G13128	(GlcN)1 (Ino(acyl)-P)1 (Man)2	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G00148	(GlcN)1 (Ino(acyl)-P)1 (Man)2 (EtN)1 (P)1	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G00149	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)1 (P)1	GPI-anchor biosynthesis, core oligosaccharide
M00065	cpd:G13044	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2	GPI-anchor biosynthesis, core oligosaccharide
M00066	cpd:C00195	N-Acylsphingosine	Lactosylceramide biosynthesis
